1.108664833805034141e+05 6.710886400000000000e+07
1.392549168060324208e-03 1.222010089572033997e-01
1.392179848217806873e-03 7.813348963801125535e-02
1.062335248486386821e-03 7.804278305562013796e-02
1.052118654703885830e-03 7.802613139542090293e-02
1.052114529267151851e-03 7.702305830933749153e-02
1.046151916354597176e-03 7.665979929063417020e-02
1.041841331575488368e-03 7.531221305588568782e-02
1.033739090844682570e-03 7.504566824074632159e-02
1.029752308517131862e-03 7.504352324554941500e-02
1.026835440791989745e-03 7.421770676644648401e-02
1.026826286966133145e-03 7.406750525144639719e-02
1.022289822699089419e-03 7.406530366715742553e-02
1.019521551742404164e-03 7.178827076116015005e-02
1.000379559414401763e-03 7.120262844179141293e-02
9.883257511753360935e-04 6.887401249178491669e-02
9.832750859366423853e-04 6.794424432287050897e-02
9.826245972416962869e-04 6.760772308976600864e-02
9.779475851965585900e-04 6.727730168080123252e-02
9.779445597688184427e-04 6.717546593126623444e-02
9.770547560212640252e-04 6.683573193018059466e-02
9.639430439763200728e-04 6.309569549092768070e-02
9.636750630455094514e-04 6.308745401961848853e-02
9.400122265995757443e-04 5.505128526549797618e-02
9.378993382146601221e-04 5.333747994889755095e-02
9.368223147720637980e-04 5.156609060811394307e-02
9.336241953190250369e-04 5.154068959240547948e-02
9.292537739092284789e-04 4.905272622595131804e-02
9.275224084126250769e-04 4.458906006535183486e-02
9.265714497569935322e-04 3.895096916636021228e-02
9.255810629075823283e-04 3.894045600478642649e-02
9.242879645633344599e-04 3.688969558539925697e-02
9.215441729286558224e-04 3.200682746443434673e-02
9.213800963591220342e-04 2.776759374088123150e-02
9.173059218417960268e-04 2.755816449473315333e-02
9.171848806323234984e-04 2.727466457195698232e-02
9.165948934739212182e-04 2.721277433512439212e-02
9.159856308268754565e-04 2.701412069550826120e-02
9.157367010786518404e-04 2.701186581403437065e-02
9.157104923660867304e-04 2.661641014994423071e-02
9.139336247353335805e-04 2.660766087835743018e-02
9.126760887429303908e-04 2.660384234697431294e-02
9.121968728753824260e-04 2.644317759255643274e-02
9.107173239318522772e-04 2.642338943836339965e-02
9.106922193676679662e-04 2.615139886423536314e-02
9.105632360845469613e-04 2.615133835670926596e-02
9.105581609962642856e-04 2.615096273457788098e-02
