1.392857931903000680e-03 1.206185213104629811e-01
1.392813084851691769e-03 7.747302413139882382e-02
1.062082766890669674e-03 7.738774169763330824e-02
1.051835095745256654e-03 7.737691217129197274e-02
1.051817845306551348e-03 7.639365342767019673e-02
1.046019282817543935e-03 7.603250288904961351e-02
1.041387016983695872e-03 7.471360927171524779e-02
1.033071978308190524e-03 7.443277431272427025e-02
1.029058986527757284e-03 7.442953739821463188e-02
1.025922674109125150e-03 7.360549413578267031e-02
1.025906857959892624e-03 7.346513423094329365e-02
1.021343677804859842e-03 7.346280785534498037e-02
1.018223848449912065e-03 7.123329604706057916e-02
9.994862998420046916e-04 7.065377936462276243e-02
9.880804803493051583e-04 6.834695624074853260e-02
9.833143901773263185e-04 6.741154762915697873e-02
9.827169810634342820e-04 6.708185029942863309e-02
9.781992431771259142e-04 6.676230591587410668e-02
9.781981699431190405e-04 6.665938228857143377e-02
9.772386110520419299e-04 6.632219277713555239e-02
9.631803299792774135e-04 6.264821546661167306e-02
9.629042856642195964e-04 6.264023564931085752e-02
9.373092291478377427e-04 5.472184177858496062e-02
9.349403816334093259e-04 5.302297481457174388e-02
9.340170471230295306e-04 5.126371484939062917e-02
9.307509544028020601e-04 5.124013134880919806e-02
9.259330260146461525e-04 4.877192702045561601e-02
9.238340707273341506e-04 4.434876583203786055e-02
9.231144389632520847e-04 3.874425952848679910e-02
9.221107785324525550e-04 3.873370853327746249e-02
9.206102262110336118e-04 3.670708905272761224e-02
9.174370755075764335e-04 3.186221313833365043e-02
9.171880677646990047e-04 2.763895574303643077e-02
9.131604125491853434e-04 2.743004244213220408e-02
9.130581613550106364e-04 2.714935153159139802e-02
9.124393071977442626e-04 2.708841560517472394e-02
9.117877497098603309e-04 2.689167406221476195e-02
9.115399461232945658e-04 2.688944318707187087e-02
9.115233555134511639e-04 2.649750877055838394e-02
9.097255761484305137e-04 2.648875426527459373e-02
9.084506912965469071e-04 2.648500588650741158e-02
9.079555965229644914e-04 2.632356189242186090e-02
9.064521451829859414e-04 2.630385671973407141e-02
9.064193265955894363e-04 2.603306581072866235e-02
9.062847331115869926e-04 2.603297872045777506e-02
9.062802455802231255e-04 2.603262773904423469e-02
9.055716060060735361e-04 2.592229112316934633e-02
9.055006592047462914e-04 2.591469671045108086e-02
9.053315743474570684e-04 2.583468285310131299e-02
9.051963922152230120e-04 2.550696416649764556e-02
9.041595670322320148e-04 2.543791545173845065e-02
9.041594580588160034e-04 2.493507250956939272e-02
9.041254321487156645e-04 2.482397613592504659e-02
9.031162586238167299e-04 2.481273735470071809e-02
9.027481356502180384e-04 2.420062139191499900e-02
9.016094861617350489e-04 2.393804771674251652e-02
9.008358616172687473e-04 2.354909864721791216e-02
9.003167299397479319e-04 2.326355946554841542e-02
9.001622218927056310e-04 2.324259194046450483e-02
8.994922751019439376e-04 2.323473886551012321e-02
8.989517517210825637e-04 2.314382854363608230e-02
8.978411568958936549e-04 2.314273250599446080e-02
8.973844451381626439e-04 2.306946937995547203e-02
8.973293786253816852e-04 2.278795490214744618e-02
8.967730410466063411e-04 2.278743783806154444e-02
8.962178739977241706e-04 2.263113191020199588e-02
8.961941673923499866e-04 2.257511198698504765e-02
8.960913271037404797e-04 2.252820987599314997e-02
8.947045794488538801e-04 2.251824281677210562e-02
8.944691646539562179e-04 2.251792018883196772e-02
8.944198199053292071e-04 2.244865738329192978e-02
8.942197994126249889e-04 2.220268621315608579e-02
8.941236768064516260e-04 2.207997248653709166e-02
8.940047810710434559e-04 2.203104269360943099e-02
8.938755277116184651e-04 2.193598513885085602e-02
8.935291950658308955e-04 2.184390649444872823e-02
8.926077749414213771e-04 2.182822466824423449e-02
8.923854623311774535e-04 2.181852052402253120e-02
8.921397421545688294e-04 2.163170316855866568e-02
8.920877702230985834e-04 2.163153920959351439e-02
8.919962001944718288e-04 2.163151175375586932e-02
8.907926433132118968e-04 2.147674111587706894e-02
8.900347925154012286e-04 2.146764358761278635e-02
8.899717625222656331e-04 2.144846822571251990e-02
8.881007625826625555e-04 2.138215924807541218e-02
8.857376040599479429e-04 2.136121739855867396e-02
8.857310568150546758e-04 2.132191959833028283e-02
8.844553051408283236e-04 2.131001645654535814e-02
8.843743229602977736e-04 2.121901149846170190e-02
8.834068482712631194e-04 2.117273331830039559e-02
8.829583758114763247e-04 2.116847296583516946e-02
8.819127862369816571e-04 2.116845779720537973e-02
8.813014194808638062e-04 2.116782824383702660e-02
8.795066893135846785e-04 2.108147208591275648e-02
8.794864507221649558e-04 2.107514172464066901e-02
8.775468376925272054e-04 2.097486594973951846e-02
8.775453132978652728e-04 2.096688914065958365e-02
8.707233234683616927e-04 2.091498180139099092e-02
8.680764253084227722e-04 2.089985869095449186e-02
8.680763842200779146e-04 2.071973788567363708e-02
8.678931676458642112e-04 2.071455890750712250e-02
8.666954093635133652e-04 2.065080683089268523e-02
8.665428494568922901e-04 2.064522835036675455e-02
8.665406153607579627e-04 2.062282971905526549e-02
8.664167184133505714e-04 2.059140150456826787e-02
8.663392886070283997e-04 2.058602482040395101e-02
8.659724395781342099e-04 2.057336228715122770e-02
8.653789565187713960e-04 2.053896809498271386e-02
8.651413847188190202e-04 2.041130861827274504e-02
8.643599407050714389e-04 2.040977960269755795e-02
8.617363984666257882e-04 2.034243058313684599e-02
8.616934311020163538e-04 2.033969049776542318e-02
8.611039522030778867e-04 2.033747799234413359e-02
8.610870622224164189e-04 2.033180307528997810e-02
8.606073013415674712e-04 2.033033710532455157e-02
8.599424909096328642e-04 2.031888533939397307e-02
8.599103960439479334e-04 2.031887633151454459e-02
8.598646597629842686e-04 2.030810171174195558e-02
8.591851324269106317e-04 2.029796997238040440e-02
8.590361020345835610e-04 2.029649817005438686e-02
8.588912427397164297e-04 2.029637726795588751e-02
8.587778919595999514e-04 2.027836535149622407e-02
8.582168952596302882e-04 2.027538793830219177e-02
8.572077291749740030e-04 2.026948836445875007e-02
8.542133408031785807e-04 2.014268316528451674e-02
8.535810714815239997e-04 2.012110157348636838e-02
8.531786841026508389e-04 2.011998304544081878e-02
8.530305104252835927e-04 2.011839246418067537e-02
8.529320727895230375e-04 2.011523056900544823e-02
8.515693383739999806e-04 2.002184835793417716e-02
8.505792777702437255e-04 2.001874154520446800e-02
8.486805787624744548e-04 2.001106595421859452e-02
8.485237737303343670e-04 1.998709788520443981e-02
8.481823184527607484e-04 1.998130977166982444e-02
8.481679827115493281e-04 1.997946882334831337e-02
8.481652419129339206e-04 1.997130708001132807e-02
8.481522098937912786e-04 1.997035152292181426e-02
8.473361733287389144e-04 1.988359168658810835e-02
8.473080876276567171e-04 1.987325711412469761e-02
8.471917103353016065e-04 1.983297125803284641e-02
8.470472936550351535e-04 1.982689254462028164e-02
8.470427951586041075e-04 1.982115917401584826e-02
8.468717465714526793e-04 1.982093827355139309e-02
8.463770677785522386e-04 1.981610760659424306e-02
8.460814980882906027e-04 1.981528144840228808e-02
8.452650361604161248e-04 1.981272578626404671e-02
8.452553611676214690e-04 1.980871237954027336e-02
8.447790635703643965e-04 1.973064711464832949e-02
8.447551747598456857e-04 1.972781171430959546e-02
8.424776625015088435e-04 1.971775365947576672e-02
8.423195019724687019e-04 1.971601716283314862e-02
8.420794979726973920e-04 1.971340685744272028e-02
8.420508736427883244e-04 1.969235319727884528e-02
8.420445803127398279e-04 1.969150470738600597e-02
8.420437803877615750e-04 1.968305333429172868e-02
8.412215246673732019e-04 1.967342614047323801e-02
8.412167364184557202e-04 1.966505490240075607e-02
